system:index,date,precip_daily,.geo
20000209,2000-02-09,0.9642942246270921,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000210,2000-02-10,0.24289861438136168,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000211,2000-02-11,0.06647792285775506,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000212,2000-02-12,0.5016742698556287,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000213,2000-02-13,1.1124405021381523,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000214,2000-02-14,0.1532129994918384,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000215,2000-02-15,0.1537679210506879,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000216,2000-02-16,0.0613704599486661,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000217,2000-02-17,1.8320578678240038,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000218,2000-02-18,0.5829999690323321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000219,2000-02-19,9.732577671357145E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000220,2000-02-20,0.10327777578808256,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000221,2000-02-21,0.32936705775695607,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000222,2000-02-22,3.379023190923768,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000223,2000-02-23,6.071578288184672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000224,2000-02-24,0.1637046281814841,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000225,2000-02-25,5.798633543209214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000226,2000-02-26,0.9217788055632824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000227,2000-02-27,1.1925255223469096E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000228,2000-02-28,0.13260117049666434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000229,2000-02-29,0.27098826181978575,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000301,2000-03-01,0.6352999124513617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000302,2000-03-02,13.546461360202755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000303,2000-03-03,1.6428985029507766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000304,2000-03-04,0.0045629447561972986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000305,2000-03-05,0.06508182583623434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000306,2000-03-06,0.3940527033433918,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000307,2000-03-07,0.6509137303200856,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000308,2000-03-08,4.641810598236683,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000309,2000-03-09,0.04229969283827114,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000310,2000-03-10,1.770854011450242,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000311,2000-03-11,0.5371653455199549,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000312,2000-03-12,9.314504873197724E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000313,2000-03-13,0.010429227464298824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000314,2000-03-14,1.223560692796188,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000315,2000-03-15,0.9343336307447675,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000316,2000-03-16,5.549138187017637,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000317,2000-03-17,0.29466670929845673,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000318,2000-03-18,0.024182647324184223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000319,2000-03-19,0.025990687315814838,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000320,2000-03-20,0.5028577659486271,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000321,2000-03-21,4.907172877973481,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000322,2000-03-22,10.141355108486069,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000323,2000-03-23,18.281934811046867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000324,2000-03-24,0.330452682382275,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000325,2000-03-25,0.4370082382751422,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000326,2000-03-26,1.8381412833549984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000327,2000-03-27,0.03944444596686129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000328,2000-03-28,0.11727976454821959,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000329,2000-03-29,1.4235822926535264,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000330,2000-03-30,0.12426543728953798,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000331,2000-03-31,4.474844434256832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000401,2000-04-01,6.741281974406582,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000402,2000-04-02,2.5263603722335675,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000403,2000-04-03,0.704578555030327,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000404,2000-04-04,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000405,2000-04-05,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000406,2000-04-06,0.047050173276561906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000407,2000-04-07,0.2750227860038655,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000408,2000-04-08,0.0030207161345122044,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000409,2000-04-09,0.07816275816846098,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000410,2000-04-10,0.4761382607553605,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000411,2000-04-11,2.603889160442542,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000412,2000-04-12,5.7171837678761515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000413,2000-04-13,0.0036155413662265347,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000414,2000-04-14,0.13643041608206508,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000415,2000-04-15,1.1129589247447205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000416,2000-04-16,3.4914565830325506,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000417,2000-04-17,0.17807624184927065,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000418,2000-04-18,0.06069852642203914,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000419,2000-04-19,0.12169709275816307,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000420,2000-04-20,0.23660364117611524,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000421,2000-04-21,0.38749153886816806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000422,2000-04-22,2.545590292779085,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000423,2000-04-23,2.034149461979466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000424,2000-04-24,0.3782857213050342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000425,2000-04-25,1.889500564428925,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000426,2000-04-26,0.4329246682769423,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000427,2000-04-27,1.466173343384648,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000428,2000-04-28,0.02605773582533345,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000429,2000-04-29,3.131248634760837,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000430,2000-04-30,9.293562760607642,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000501,2000-05-01,11.340870064049538,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000502,2000-05-02,0.7650627769781579,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000503,2000-05-03,0.016152663480197844,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000504,2000-05-04,0.17367868901693795,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000505,2000-05-05,0.7789499923791482,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000506,2000-05-06,1.8603396975472153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000507,2000-05-07,0.7398416204847551,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000508,2000-05-08,1.3317472327720024,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000509,2000-05-09,2.4050727459358385,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000510,2000-05-10,0.0037552521123226704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000511,2000-05-11,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000512,2000-05-12,0.46036051133056827,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000513,2000-05-13,0.5242046531305036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000514,2000-05-14,0.0016474496626951492,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000515,2000-05-15,1.1946323524142544,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000516,2000-05-16,6.048644705785028,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000517,2000-05-17,5.022191195502356,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000518,2000-05-18,0.42970959119857693,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000519,2000-05-19,3.0820605325692765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000520,2000-05-20,1.229321428302255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000521,2000-05-21,2.0676659504885424,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000522,2000-05-22,0.9948645037832525,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000523,2000-05-23,0.09138844214941241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000524,2000-05-24,0.8239918745518992,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000525,2000-05-25,3.4584836150240115,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000526,2000-05-26,12.681857225328821,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000527,2000-05-27,5.340516663846915,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000528,2000-05-28,0.9900867516876544,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000529,2000-05-29,0.10492429016335093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000530,2000-05-30,0.17992446736136297,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000531,2000-05-31,0.2746319803867466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000601,2000-06-01,2.165411474016534,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000602,2000-06-02,8.893891430103434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000603,2000-06-03,3.192013123681205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000604,2000-06-04,2.8511784786006986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000605,2000-06-05,0.6196112237496226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000606,2000-06-06,0.6179628342821413,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000607,2000-06-07,1.211118379794314,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000608,2000-06-08,0.003614263603372322,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000609,2000-06-09,0.5093829033778704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000610,2000-06-10,3.3147261253922093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000611,2000-06-11,3.7757982112934276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000612,2000-06-12,2.2154433024778823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000613,2000-06-13,3.2130400423440766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000614,2000-06-14,8.002596291793964,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000615,2000-06-15,1.6488016991570231,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000616,2000-06-16,0.19616204901177173,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000617,2000-06-17,12.108129962114276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000618,2000-06-18,4.807239535469139,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000619,2000-06-19,2.0947982375970593,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000620,2000-06-20,3.6876614463973834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000621,2000-06-21,4.519969281648977,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000622,2000-06-22,0.9456003452828957,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000623,2000-06-23,3.4774968038780307,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000624,2000-06-24,4.612209091538255,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000625,2000-06-25,2.6186252749862855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000626,2000-06-26,10.856810762024196,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000627,2000-06-27,3.5471497550820597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000628,2000-06-28,7.542212132091743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000629,2000-06-29,4.5475105387779635,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000630,2000-06-30,2.845351610173684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000701,2000-07-01,2.118722773473965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000702,2000-07-02,1.6746668921772814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000703,2000-07-03,3.550671321340467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000704,2000-07-04,3.1900861706304546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000705,2000-07-05,0.1968722346186589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000706,2000-07-06,0.10420928214842723,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000707,2000-07-07,0.020510062260442347,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000708,2000-07-08,0.0836731070176116,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000709,2000-07-09,0.24801416056203354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000710,2000-07-10,0.49880668156378416,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000711,2000-07-11,2.118072191455338,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000712,2000-07-12,2.915270461792403,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000713,2000-07-13,1.7002915099951732,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000714,2000-07-14,1.5609497713908689,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000715,2000-07-15,0.25404714886024277,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000716,2000-07-16,1.6132935720901205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000717,2000-07-17,6.952125991502782,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000718,2000-07-18,4.200077858168785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000719,2000-07-19,1.531342309326344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000720,2000-07-20,1.9552668974163594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000721,2000-07-21,5.537454402041537,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000722,2000-07-22,5.837643433548601,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000723,2000-07-23,1.470268438008838,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000724,2000-07-24,0.025882000115697797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000725,2000-07-25,2.8335830019998602,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000726,2000-07-26,0.35559552082913826,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000727,2000-07-27,3.358720752142687,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000728,2000-07-28,3.268246757879721,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000729,2000-07-29,2.02012500303459,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000730,2000-07-30,0.12084961977301432,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000731,2000-07-31,0.15407982541198392,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000801,2000-08-01,0.002128693308644575,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000802,2000-08-02,4.5887370671892947E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000803,2000-08-03,0.4358453205430847,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000804,2000-08-04,0.5259006469094734,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000805,2000-08-05,0.47866419170203833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000806,2000-08-06,1.221314799186338,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000807,2000-08-07,1.5819745408824168,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000808,2000-08-08,1.7429277022878031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000809,2000-08-09,1.7049808049010342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000810,2000-08-10,0.9866128769535065,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000811,2000-08-11,0.25635427871074834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000812,2000-08-12,0.10581191819945443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000813,2000-08-13,0.5411074902148039,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000814,2000-08-14,0.42778862832624676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000815,2000-08-15,0.06354017146465793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000816,2000-08-16,0.1981491402012148,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000817,2000-08-17,0.378084146480467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000818,2000-08-18,2.4250883120979716,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000819,2000-08-19,0.7190604269589834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000820,2000-08-20,0.08097327605344365,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000821,2000-08-21,1.1617682598227486,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000822,2000-08-22,1.8017886446939648,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000823,2000-08-23,0.15171294940508043,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000824,2000-08-24,0.021382999622758834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000825,2000-08-25,0.07514239739577093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000826,2000-08-26,0.5186966796692092,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000827,2000-08-27,0.7457132619845521,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000828,2000-08-28,0.225484370887029,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000829,2000-08-29,0.6022471133272795,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000830,2000-08-30,0.248369569845479,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000831,2000-08-31,0.7356141317971103,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000901,2000-09-01,0.46001014818076397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000902,2000-09-02,0.11272259262504407,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000903,2000-09-03,0.9749318275106008,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000904,2000-09-04,0.45459275277118455,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000905,2000-09-05,0.8679619435340896,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000906,2000-09-06,0.012274851664536776,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000907,2000-09-07,0.1205697559791696,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000908,2000-09-08,0.03680632298331273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000909,2000-09-09,0.392630699706011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000910,2000-09-10,0.023903830458435447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000911,2000-09-11,0.015415472737207319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000912,2000-09-12,1.1152663295949146,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000913,2000-09-13,1.023603327154885,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000914,2000-09-14,0.018439964712156087,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000915,2000-09-15,0.018387964776434194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000916,2000-09-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000917,2000-09-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000918,2000-09-18,0.08073328909100078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000919,2000-09-19,0.08387595165729038,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000920,2000-09-20,0.8700544129751363,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000921,2000-09-21,0.014211005601121193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000922,2000-09-22,1.9501053886967465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000923,2000-09-23,3.4665941464826755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000924,2000-09-24,5.746979239011417,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000925,2000-09-25,1.5920691785688974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000926,2000-09-26,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000927,2000-09-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000928,2000-09-28,0.0020118145016147027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000929,2000-09-29,0.1527079577851532,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000930,2000-09-30,0.2833112859185919,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001001,2000-10-01,8.868720849972297E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001002,2000-10-02,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001003,2000-10-03,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001004,2000-10-04,0.1479932252694266,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001005,2000-10-05,2.769646937379276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001006,2000-10-06,0.08430706828138132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001007,2000-10-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001008,2000-10-08,1.2623074800926082,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001009,2000-10-09,0.8103602821731835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001010,2000-10-10,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001011,2000-10-11,0.021855684756270775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001012,2000-10-12,0.34959528471124174,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001013,2000-10-13,0.6910828460817088,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001014,2000-10-14,1.9873352246978602,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001015,2000-10-15,6.391882089162684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001016,2000-10-16,5.0830620068806205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001017,2000-10-17,5.191571670815932,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001018,2000-10-18,1.720301274144661,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001019,2000-10-19,0.1820703757137486,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001020,2000-10-20,1.2577355501899732,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001021,2000-10-21,2.727738578260435,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001022,2000-10-22,8.35487151357321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001023,2000-10-23,12.288581742831784,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001024,2000-10-24,14.255663661572937,"{""type"":""MultiPoint"",""coordinates"":[]}"
20001025,2000-10-25,10.483048768499394,"{""type"":""MultiPoint"",""coordinates"":[]}"
